entity,count
'SNCG gene'],69
['Amyloid beta-Peptides'],69
['N-Methyl-D-Aspartate Receptors'],68
['C9orf72 gene',68
['Cyclic Nucleotide Phosphodiesterases,68
'Phosphodiesterase Type 4',68
'Amyloid Proteins'],68
'Channel'],67
'Calpain',67
'GLUCOSYLCERAMIDASE',67
'amyloid-beta binding',66
'Calmodulin',66
'APOE gene',66
'ATP-Binding Cassette Transporters',65
'nerve growth factor',65
'Amyloid'],65
['Tubulin',63
'C9orf72 gene',63
'APOE wt Allele',63
'NEFL gene',63
'GRIN2A gene',63
'Fibril - cell component',63
['Receptors,62
'BACE2 gene',62
'Fragile X Mental Retardation Protein',62
'LRRK2 gene',62
['acetylcholinesterase',61
'MECP2 gene',60
['Fragile X Mental Retardation Protein',60
'DNM1L protein,60
['Membrane Transport Proteins',58
Human',58
'APP protein,57
'CTSB gene',57
'PSEN2 protein,57
'Synucleins',57
'RNA Transcript'],56
'Ryanodine Receptors'],56
'SCN5A gene',56
['SNCG gene'],56
'Ryanodine Receptor 2',55
'Ryanodine Receptor Calcium Release Channel'],55
'MAPT gene'],55
['Glial Fibrillary Acidic Protein',55
['FMR1 gene',55
'APP gene'],55
'SCN1A gene',55
['tau Proteins'],53
'A Kinase Anchor Proteins',53
Kainic Acid',53
['calmodulin-dependent protein kinase II',52
'Presenilin-1'],52
['Prealbumin',52
'MFN2 gene',51
'SLC1A2 gene',51
'TSPO gene'],50
'Microtubule-Associated Proteins',50
['SCN9A gene',50
'TRPV4 protein,50
['Channelrhodopsins'],50
'SMN2 gene',50
['MECP2 gene',49
'Fragile X Mental Retardation Protein'],48
'NTRK2 gene',48
'cyclic AMP',48
'BACE1 gene'],48
'Apolipoprotein E4'],48
'Apolipoproteins'],48
['TREM2 protein,47
'GTP-Binding Proteins',47
'vasoactive intestinal peptide'],47
['BACE1 gene',47
'Apolipoproteins',47
['Ryanodine Receptor 2',47
'Glutamate Transporter',47
['APP gene'],47
'acetylcholinesterase'],46
['Glutamate Receptor'],45
['Tubulin'],45
'Crystallins',45
'Cathepsins',44
'SCN8A gene',44
'protein TDP-43,44
'Matrix Metalloproteinases',44
['FMR1 gene'],44
'Prealbumin'],44
'NEFL gene'],44
'Peptide Hydrolases',44
'Aspartic Acid Proteases',44
['Amyloid'],43
"""2',3'-cyclic nucleotide 3'-phosphodiesterase""",43
'alpha-Secretase',43
'Kinesin',43
'Isoenzymes',43
'Potassium Channel',42
Type 5'],42
'TSPO gene',42
'Progranulins'],42
['CFTR gene',42
'PINK1 gene',42
'Dopamine D2 Receptor',42
'Protein Kinase C',42
'Microtubule-Associated Proteins'],42
['GABA Receptor'],42
['Membrane Transport Proteins'],41
['TSPO gene',41
['MAPT gene',41
'Methyl-CpG-Binding Protein 2',40
['TFEB gene',40
'Connexin 43',40
['PIEZO1 gene',40
'Probability Distribution Type - beta',40
'Cathepsins B',40
['P-Glycoproteins',39
['brain-derived neurotrophic factor'],39
['APOE*4 Allele'],39
['ABCA7 gene',39
'GRIA1 gene',39
'Morpholinos',39
Type 4',38
'TFEB gene'],38
'NRXN1 gene',38
'Glutamate Transporter'],38
'SYNJ1 gene',38
'glutamate carboxypeptidase II,38
'SLC8A1 protein,37
'Integral Membrane Proteins',37
['Apolipoprotein E4'],37
['Muscarinic Acetylcholine Receptor',37
'Ryanodine Receptor Calcium Release Channel',37
'Connexins'],37
'Calmodulin'],37
'amyloid-beta binding'],36
['somatostatin'],36
'CD5L gene',36
['gamma-Secretase',36
'Symporters',36
['tau Proteins',36
'GABA-A Receptor',36
['APOE wt Allele'],36
'ABCG2 protein,35
'Dopamine Receptor',35
'P-Glycoproteins',35
['Morpholinos',35
['LRRK2 gene',35
'Phosphotransferases',35
['Cyclic AMP-Responsive DNA-Binding Protein',34
'CACNA1C gene',34
'Prealbumin',34
['alpha-Synuclein'],34
'Calcium/calmodulin-dependent protein kinase',34
['Cholinesterases'],34
'SCN10A gene',34
'TFEB gene',34
'Anoctamins',34
['SMN2 gene',34
'NCSTN gene',34
'APP wt Allele',34
['NTRK2 gene',34
'Calcineurin',34
['Progranulins',34
'O-GlcNAc transferase',33
'APOE gene'],33
'KCNQ1 gene',33
['KCNJ1 gene',33
Type 4'],33
['Connexin 43',33
['C9orf72 gene'],32
'GRIN1 gene',32
'SCN3A gene',32
Kainic Acid'],32
['Calmodulin',32
['SLC12A5 gene',32
Type 5',32
'P-Glycoproteins'],32
'Ubiquitin'],32
'SNAP25 gene',32
'Scaffold protein',32
['Cu-Zn Superoxide Dismutase',32
'Glial Fibrillary Acidic Protein'],32
'Dopamine D1 Receptor',32
'MGAT1 gene',31
'Methyl-CpG-Binding Protein 2'],31
['Channelrhodopsins',31
['nerve growth factor',31
'Cholinesterases',31
'SCN2A gene',31
'RNA,31
'Homo sapiens',31
['amyloid-beta binding',31
['NEFL gene',31
['SCN1A gene',31
'Homo sapiens'],30
['CACNA1C gene',30
'amyloid beta oligomer',30
['SLC1A2 gene',30
'PIEZO2 gene'],30
'Cu-Zn Superoxide Dismutase'],30
'ABCA1 gene',30
'GLUCOSYLCERAMIDASE'],30
['acetylcholinesterase'],29
['ATP-Binding Cassette Transporters',29
['GGTA1 gene',29
'C9orf72 gene'],29
['KCNQ2 gene',29
'SHANK3 gene',29
['Calpain',29
'SCN5A protein,29
'KCNJ13 gene',29
Human'],29
'caspase',29
'eribulin',29
'GRN gene',29
'HIV Protease',29
'UBE4A gene',29
'CFTR gene'],29
'PDE5A wt Allele',29
'ubiquitin-like protein ligase activity',29
'GRIA2 gene',29
'Channelrhodopsins',28
'Channelrhodopsins'],28
['SHANK3 gene',28
'water channel',28
'AMPA Receptors'],28
['GABA-A Receptor',28
'Synucleins'],28
'vasoactive intestinal peptide',28
'SNAP receptor',28
['Amyloid Proteins',27
'LDLR protein,27
'NAPSA gene',27
'gamma-secretase complex',27
'Angiotensinogen',27
'pepsin A',27
'SMN1 gene'],27
['Apolipoproteins',27
['Botulinum Toxins'],27
['GLUCOSYLCERAMIDASE',27
'halichondrin B',27
['Prions',27
'SUCLA2 gene',27
'MECP2 gene'],27
['beta-Secretase',27
'LRP1 gene',27
'Ion Channel'],27
'KCNH2 gene',26
'Cyclic GMP',26
'FMR1 gene'],26
'BAX gene',26
['Ion Channel',26
'peptide O-linked N-acetylglucosamine-beta-N-acetylglucosaminidase',26
'CFTR gene',26
'Ryanodine Receptors',26
['PRNP wt Allele',26
'Angiotensins'],26
'Ubiquitin',26
'SNCA gene',25
'BIN1 gene',25
'Ryanodine Receptor 1',25
'Annexins',25
'Calpain'],25
'High Density Lipoproteins',25
['MFN2 gene',25
'Lipoproteins',25
'Glial Cell Line-Derived Neurotrophic Factor',25
'Large-Conductance Calcium-Activated Potassium Channels',25
'nerve growth factor'],25
'beta-Secretase'],25
'ampicillin',25
'Cyclic AMP-Responsive DNA-Binding Protein'],25
'Protein Kinase C'],25
'Dopamine Receptor'],24
['SV2A gene',24
['CFTR gene'],24
['SNCA gene'],24
'CLU gene',24
'Matrix Metalloproteinase 3',24
'PSENEN wt Allele',24
'Clusterin',24
'Cyclic GMP-Dependent Protein Kinases'],24
'Norepinephrine Plasma Membrane Transport Proteins',24
['protein TDP-43,24
'Adrenergic Receptor',24
'SV2A gene'],24
'RBP4 gene',24
'GRM5 gene',24
'PDE4D protein,24
'Beta-Secretase 2,24
['somatostatin',24
['PDE10A gene',24
'aquaporin 4',24
['DNM1L protein,24
'GTF2H1 gene',23
'Lysosomal enzyme'],23
['Presenilin-1',23
'MFN2 gene'],23
'NR1 protein,23
'SNARE complex',23
'PSEN1 gene'],23
['Nerve Growth Factors'],23
'Conotoxins',23
'GRIN2C gene',23
'GABA-A Receptor'],22
'superoxide dismutase',22
['PARK2 protein,22
['SCN5A gene',22
'KCNJ10 gene',22
['Renin',22
['KCNA3 gene',22
'BDNF gene',22
trkB'],22
'Monoamine Oxidase'],22
'soluble guanylyl cyclase'],22
'OGA gene',22
['SCN8A gene',22
['SUCLA2 gene',22
['Methyl-CpG-Binding Protein 2',22
Opioid,22
'Ataxin-2',22
'CTSD gene',22
['TREM1 protein,21
'PICALM gene',21
'Muscarinic Acetylcholine Receptor'],21
'GRIA3 gene',21
['Channel',21
'Lysosomal enzyme',21
'Renin',21
'RARB gene',21
['Synucleins',21
'CDK5 gene',21
['PSEN1 protein,21
'SCN5A gene'],21
'GRIA4 gene',21
'14-3-3 Proteins',21
'aquaporin 4'],21
['amyloid-beta binding'],21
'Nitric Oxide Synthase',20
'Crystallins'],20
'SCN9A protein,20
['Crystallins',20
'caveolin 1',20
'SORL1 gene',20
'SQSTM1 gene',20
'Granulins',20
'Microtubule Proteins',20
Messenger',20
['APOE*4 Allele',20
'beta-adrenergic receptor',20
'NOTCH1 gene',20
['halichondrin B',20
'SCN1A gene'],20
'EPHA1 gene',20
'Phosphoric Monoester Hydrolases',20
Metabotropic Glutamate',20
'Guanylate Cyclase'],20
'GRIA3 protein,20
'Molecular Chaperones'],19
['ABCA4 gene'],19
['Large-Conductance Calcium-Activated Potassium Channels',19
'PTK2B gene',19
['cardiotrophin-like cytokine',19
'Connexins',19
['ANO1 gene',19
'SCN4A gene',19
Notch',19
'collagenase',19
'Connexin 43'],19
'Liver X Receptor-Like Family',19
'Molecular Chaperones',19
'CLU gene'],19
'LMNA gene',19
'ABCG1 protein,19
'leptin',19
'RYR1 gene',19
'ATP-Binding Cassette Transporters'],19
'PrPSc Proteins',19
'dopamine transporter',19
['LRRK2 gene'],18
'Leucine-Rich Repeat Serine/Threonine-Protein Kinase 2',18
['calmodulin-dependent protein kinase II'],18
'NOS3 protein,18
'Monoamine Oxidase',18
['GRM5 gene',18
'SLC6A3 protein,18
'Calsequestrin',18
['RYR1 gene',18
"'phosphatidylinositol-4,5-bisphosphate binding'",18
['PANX1 gene',18
'HSP40 Heat-Shock Proteins',18
'Apolipoproteins B',18
'KCNC3 gene',18
['Cyclic AMP-Dependent Protein Kinases'],18
'UCHL1 gene',18
['Phosphodiesterase Type 4'],18
'Extracellular Signal Regulated Kinases',18
'TTL gene',18
'HPN protein,18
'Glycogen Synthase Kinases',17
Human herpesvirus 8',17
['CATHEPSIN D',17
['Apolipoprotein E2',17
'ORF74 protein,17
'GRIN2D gene',17
'ABCA7 gene',17
'prolactin',17
['MECP2 gene'],17
['SGCB gene',17
'DLG4 gene',17
'glycine transporter'],17
'cholesterol 24-hydroxylase',17
'SLC9A6 gene',17
'TREM1 protein,17
'Disks Large Homolog 4,17
'PPARGC1A wt Allele',17
'nicotinic acetylcholine-activated cation-selective channel activity',17
'ApoE protein,17
'OPTN protein,17
'STMN1 gene',17
'APOE*4 Allele'],17
'Peptidylprolyl Isomerase'],17
'SCN11A gene',17
'Neprilysin',17
['KCNQ1 gene',17
'Adrenergic Receptor'],17
['GRIN2B gene',17
['PIEZO1 gene'],17
Ionotropic Glutamate'],17
'PTH protein,17
'Cholinesterases'],17
'EIF2AK3 gene',17
'epidermal growth factor',17
'beta-Tubulin'],17
'Fibril - cell component'],17
'SUMO1 gene',17
'Mitochondria',17
'Insulinase',17
Nerve Growth Factor'],17
['aquaporin 4',17
'Hypoxia-Inducible Factor 1',16
['Botulinum Toxins',16
'Voltage-Gated Potassium Channel',16
'KCNC4 gene',16
'KCNC2 gene',16
'Glycine Receptors'],16
'ubiquitin conjugating enzyme activity',16
'Cholesterol Oxidase',16
'NTRK2 gene'],16
'Low Density Lipoprotein Receptor',16
'calmodulin-dependent protein kinase II'],16
'Neurotransmitter Transport Proteins',16
'Shaw Potassium Channels',16
'CYP46A1 gene',16
['glutamate carboxypeptidase II,16
['SHANK3 gene'],16
['Phosphodiesterase Type 4',16
'Annexins'],16
'Lactoylglutathione Lyase'],16
'Botulinum Toxins'],16
'Ryanodine Receptor 1,16
"'inositol-1,4,5-triphosphate receptor'",16
'GGTA1 gene',16
['STMN1 gene',16
'oxytocin'],16
'neuroligin'],16
['SMN1 gene',16
'Atrial Natriuretic Factor',16
'SCN9A gene'],16
'CACNA1S gene',16
'GTF2H1 gene'],16
trkB',16
'Glutamate Carboxypeptidase II',16
'TTR protein,16
['SCN2A gene',16
'PRNP wt Allele',16
['ABCG2 protein,16
'PIEZO1 gene',16
'PIEZO1 gene'],16
['GJB2 gene',16
'PANX1 gene',16
['GABA-A Receptor'],16
['Nerve Growth Factors',16
'Calcium/calmodulin-dependent protein kinase'],16
'SIRT1 protein,16
'VLDLR protein,16
['ANO1 protein,16
'CTSD protein,16
['MAPT protein,15
['Amyloid Proteins'],15
'ST7 gene',15
'CSF1R gene',15
'Sarcoplasmic Reticulum Calcium-Transporting ATPases',15
'Natural killer triggering receptor,15
'Phospholipase'],15
'SHANK3 gene'],15
'SV2A gene',15
'cholesterol 24-hydroxylase'],15
'Melanocortin 4 Receptor',15
'NPC1 gene',15
'ANO1 gene',15
'Glycine Receptors',15
'BECN1 protein,15
['PINK1 gene',15
'GABA-B Receptor',15
['AMPA Receptors'],15
'CARBONATE DEHYDRATASE',15
['aquaporin 4'],15
'carboxypeptidase C'],15
'CREB1 protein,15
'Amylin',15
'Symporters'],15
['Ataxin-2',15
'TMEM106B gene',15
'Holoenzymes',15
'SMPD2 gene',15
['Cyclic AMP-Responsive DNA-Binding Protein'],15
['PIEZO2 gene',15
'neuroligin',15
['glycine transporter',15
['metabotropic glutamate receptor 5',15
'Heat-Shock Proteins 70',15
'tat Genes',15
'NTRK1 gene',14
Nerve Growth Factor',14
'ErbB Receptors',14
['Glutamate Carboxypeptidase II',14
'KCNQ2 gene',14
['Ryanodine Receptor 1',14
'KCNQ3 gene',14
Serotonin,14
'Apolipoprotein E2'],14
'SCN2A gene'],14
'LRRK2 gene'],14
['Ryanodine Receptors',14
'MS4A4A gene',14
'Ribonucleoprotein,14
'Nicotinic Receptors'],14
'Choline O-Acetyltransferase',14
'LRP8 gene',14
'SMN1 wt Allele'],14
'SYNGAP1 gene',14
'RBFOX1 gene',14
'Purinoceptor'],14
'Presenilins'],14
'DYRK1A gene',14
'SMN1 wt Allele',14
'Cell Adhesion Molecules',14
'Guanylin,14
['NRXN1 gene',14
'Myelin Basic Proteins',14
'Nitric Oxide Synthase Type I',14
'ROCK1 protein,14
'Apolipoprotein E3'],14
'Cyclin-Dependent Kinase 5',14
'CD2AP gene',14
'KCNA1 gene',14
'Protein Phosphatase 1'],14
'X-Box Binding Protein 1,13
'TNF gene',13
'Morpholinos'],13
'Presenilin-2'],13
'potassium'],13
'HTT gene',13
'SLC12A2 gene',13
'BRE1 E3 ubiquitin ligase complex',13
['nicotinic acetylcholine-activated cation-selective channel activity',13
'SLC6A1 gene',13
'NGFR Protein'],13
'PDE9A protein,13
['Glycogen Synthase Kinase 3',13
U1 Small Nuclear',13
'RNA-Binding Proteins',13
'ATP Binding Cassette Transporter,13
'Microtubule Proteins'],13
'FUS gene',13
'Sodium Channel',13
'Kv1.3 Potassium Channel'],13
['KCNJ10 gene',13
'KCNH2 gene'],13
['Receptor,13
['O-GlcNAc transferase',13
'Heat shock proteins',13
'Kv1.3 Potassium Channel',13
'gamma-secretase complex'],13
'gamma-Secretase'],13
'soluble guanylyl cyclase',13
'Microtubules',13
'calcium',13
'MET Gene Mutation Negative'],13
'ubiquitin-protein ligase',13
'Dynein ATPase',13
'Potassium Channel'],13
'ANO1 protein,13
['PARK7 gene',13
['CACNA1C gene'],13
['HSPH1 gene',13
'PPARGC1A gene',13
'KCNMA1 gene',13
'PARK7 gene',13
['SNCA gene',13
['Aspartic Acid Endopeptidases',13
'TYROBP gene',13
'PIAS1 protein,13
'Toxin',13
'CDKL5 gene',13
['APOE gene'],12
'PSAP gene',12
'KCNQ Potassium Channels',12
'RNA-Directed DNA Polymerase'],12
['Calcineurin',12
'Solute Carrier Family 12,12
'NMDA selective glutamate receptor complex',12
'fosbretabulin',12
['Presenilins',12
['PDE4B gene',12
'MAP1LC3A gene',12
'GAD1 gene',12
'sigma-1 receptor'],12
'PDE4C gene',12
'PDE4D gene',12
'MEF2 Transcription Factors',12
['APOE gene',12
'OGG1 protein,12
['Fibril - cell component',12
'ANK2 gene',12
['SCN9A gene'],12
'TLR4 protein,12
['PrPSc Proteins',12
['Prions'],12
['DYRK1A gene',12
['SCN1A gene'],12
'Endosomal Sorting Complexes Required for Transport',12
'Type-1 Angiotensin II Receptor-Associated Protein',12
['receptor for advanced glycation endproducts'],12
'Huntingtin Protein'],12
['PMP22 gene',12
'Large-Conductance Calcium-Activated Potassium Channels'],12
'bcl-x protein',12
'Matrix Metalloproteinase 9',12
['EPHA4 gene',12
'metabotropic glutamate receptor 3',12
'Nitric Oxide Synthase Type I'],12
'SOD1 gene',12
['RNA Transcript'],12
['CACNA1S gene',12
['SLC12A5 gene'],12
'ARNTL gene',12
'Aspartic Acid Endopeptidases'],12
['UGCG gene',12
'GBA gene',12
'Glucocorticoid Receptor',12
['MGAT1 gene',12
['BIN1 gene',12
'AMP-Activated Protein Kinases',12
'GABA transporter',12
'NOS1 protein,12
'histone deacetylase 6',12
'SYNJ1 gene'],12
'SLC1A2 gene'],12
'KATP Channels',12
'ran GTP-Binding Protein',12
'HDAC6 gene',12
'Halorhodopsins'],12
'GRN protein,12
'Mitofusin-2',12
'GRIN2B protein,12
'superoxide dismutase'],12
'Protoporphyrin IX',12
'PTBP2 gene',12
['CDKL5 gene',12
'FKBP12-rapamycin associated protein',12
'Protein Phosphatase 2A'],12
'ABCB11 protein,12
'C-reactive protein',12
['APP wt Allele',12
sigma',12
'cyclophilin D',12
'Butyrylcholinesterase',12
['NPTX2 gene',12
'CAMK2A gene',12
'LDL-Receptor Related Protein 2',12
'NGFR Protein',12
'SCN11A gene'],12
'luteinizing hormone',12
['FOSB protein,12
'SLC2A1 gene',12
'Clathrin',11
'Astrocytes',11
'protein O-GlcNAc transferase activity',11
['vasoactive intestinal peptide',11
'SCN8A gene'],11
['Calcium/calmodulin-dependent protein kinase',11
['SYNJ1 gene',11
'AIF1 gene',11
'LRRC8A gene',11
'Survival Motor Neuron Protein',11
'STRA6 gene',11
['Cu-Zn Superoxide Dismutase'],11
'cholecystokinin',11
'collagenase'],11
['Dieldrin',11
'KCNQ1 gene'],11
'Heat-Shock Proteins,11
'Excitatory Amino Acid Transporter 1'],11
'Lamin Type A',11
'Vesicle-Associated Membrane Protein 1',11
['Ryanodine Receptor Calcium Release Channel',11
'CENPA gene',11
'PANX1 gene'],11
'Tetrodotoxin',11
'PDE4A gene',11
'Monomeric GTP-Binding Proteins'],11
'ABCB1 protein,11
['GBA gene',11
'NRXN1 gene'],11
'RELN gene',11
['EIF2AK3 gene',11
'interleukin-10',11
sigma'],11
'WNT5A Protein,11
['sulfonylurea receptor',11
['LDL-Receptor Related Protein 2',11
'combretastatin A-1',11
'AKAP9 protein,11
'GBA protein,11
'Optic Atrophy 1',11
['Apolipoproteins'],11
delta',11
['dopamine transporter',11
['Granulins',11
['LDL-Receptor Related Protein 1',11
'SLC1A1 gene',11
Interleukin-1',11
'ORC Subunit Gene',11
'IK gene',11
['soluble guanylyl cyclase',11
'GRIN2B gene'],11
['KCNA5 gene'],11
'KCNA5 gene',11
'AKAP5 gene',11
'G-Protein-Coupled Receptors',11
['GRIN2A gene',11
'LDL-Receptor Related Protein 1'],11
'GRM5 gene'],11
['TTR gene',11
'RNA-Directed DNA Polymerase',11
['TPR protein,11
['Guanylate Cyclase',11
['Cyclic GMP-Dependent Protein Kinases',11
['receptor for advanced glycation endproducts',11
'KCNN4 gene',11
'HOMER1 gene',11
'iproplatin',11
'src-Family Kinases',11
'NGFR gene',11
'pleiotrophin',11
'Phospholipase C',11
'ABCG2 gene',11
'epothilone A',11
'CREM gene',11
'Cysteine Proteases',11
'junctophilin'],11
['DDC gene'],11
'ran GTP-Binding Protein'],10
['PTBP1 gene',10
['Adenylate Cyclase',10
['KATP Channels',10
['AMPH gene',10
['KCNC1 gene',10
['NPC1 gene'],10
'Cytochromes c',10
'Transferrin',10
'cathepsin K',10
'OPRS1 protein,10
'Aryl Hydrocarbon Receptor',10
'Vesicle-Associated Membrane Protein 2',10
['FYN gene'],10
'ACTC1 gene',10
['HTT gene',10
'HTT gene'],10
'neurotrophin 3',10
'Actinin',10
'PPARGC1A protein,10
'TRPV Cation Channels',10
'UGCG gene'],10
'Opioid Receptor'],10
Eph Family',10
'phospholamban',10
['Integral Membrane Proteins',10
'Synaptosomal-Associated Protein 25',10
'Interleukin-1',10
'Sodium/Potassium-Transporting ATPase Subunit Alpha-1',10
'caspase-3',10
'Sodium Chloride Symporters'],10
'Heat Exchangers',10
['Cathepsins B',10
['CACNA1A gene',10
'corticotropin-releasing hormone',10
'NEDD4 gene',10
'Neurotoxins',10
['Fragile X Mental Retardation Protein'],10
'PMP22 gene',10
'tat Protein',10
['Spectrin',10
'HIV Envelope Protein gp120',10
'Ephrins',10
'Polypeptides',10
['Excitatory Amino Acid Transporter 1',10
'SLC1A3 gene',10
'Glutaminase',10
'Neurogranin'],10
'KCNMA1 gene'],10
'halichondrin B'],10
['Glial Fibrillary Acidic Protein'],10
'DPYSL2 gene',10
'sulfonylurea receptor'],10
'TIA1 gene'],10
'Glycoside Hydrolases',10
'Amino Acids',10
'Natriuretic Peptides',10
'Retinol Binding Proteins',10
['GRN gene',10
'Synaptotagmins'],10
'VPS35 gene'],10
'Mitogen-Activated Protein Kinases',10
'OGT gene',10
'CLIC4 protein,10
['Cathepsins',10
'Synaptotagmins',10
'EIF2AK3 protein,10
'Substance P Receptor',10
['GTF2H1 gene',10
'Synaptic Vesicular Amine Transporter',10
'Anti-N-Methyl-D-Aspartate Receptor Encephalitis',10
'Ryanodine Receptor 3',10
'KCNE1 gene',10
'RNA Polymerase II',10
['Connexins',10
'HNRNPA2B1 gene',10
'KCNJ5 gene',10
'Q-SNARE Proteins',10
'mismatch repair protein 1,10
['UBE4A gene',10
'Ataxin-2'],10
'MC4R protein,10
'Small Nuclear Ribonucleoproteins',10
'Endosomal Sorting Complexes Required for Transport'],10
['ABCG2 gene',10
'NLGN1 gene',10
'cannabinoid receptor',10
['TRPV4 protein,9
'Survival Motor Neuron Protein'],9
['KCNK9 gene',9
['Monoamine Oxidase'],9
'PCDH7 gene',9
'PCDH7 gene'],9
'NADH dehydrogenase (ubiquinone)'],9
'Low Density Lipoprotein Receptor'],9
'RAB5A gene',9
'RAN gene',9
['Phosphotransferases',9
'NADH dehydrogenase (ubiquinone)',9
'pituitary adenylate cyclase activating polypeptide',9
'MAP2 gene',9
'ubiquitin C-terminal hydrolase'],9
'Insulin-Like Growth Factor I',9
'CES1 protein,9
'Stathmin'],9
'Somatomedins',9
'sigma-1 receptor',9
'MUC5B protein,9
['Cholinesterases',9
'DCX gene',9
'CRMP1 gene',9
'sodium',9
'HDAC9 gene',9
'IkappaB kinase activity',9
'Cathepsins'],9
'FYN gene'],9
'Cytochrome P450',9
'caspase'],9
'pyruvate dehydrogenase',9
'GABRG2 gene',9
'Immediate-Early Proteins',9
'Glutamate Decarboxylase',9
'CACNA1H gene',9
'Peptidylprolyl Isomerase',9
['LMNA gene',9
'CD68 antigen,9
'Proto-Oncogene Proteins c-akt',9
'FGF12 gene',9
'activating transcription factor 3',9
'NMDA selective glutamate receptor complex'],9
['Glutamate Transporter',9
'KCNJ16 gene',9
'NPC2 gene',9
'SLC12A1 gene',9
'Oxidoreductase',9
'VPS35 gene',9
'Acid Sensing Ion Channels',9
'CDKN2A gene',9
'Mitochondria'],9
'Immunoglobulin Domains',9
'Endothelin Receptor'],9
'HIV Reverse Transcriptase',9
'ENO2 gene',9
Small'],9
'CACNA1D gene',9
'FKBP1A gene',9
'MicroRNA 181a'],9
'PPAT wt Allele',9
['Transfer RNA'],9
'S100B wt Allele',9
['SLC8A1 protein,9
'Thyroid stimulating immunoglobulins',9
'peptide O-linked N-acetylglucosamine-beta-N-acetylglucosaminidase'],9
'V-Type Proton ATPase Subunit S1',9
'S100B gene',9
'PUM2 protein,9
['SCN5A gene'],9
'ABCB1 gene',9
'Notch Receptor Intracellular Domain',9
'DNM1L gene',9
['RNA Transcript',9
['GRIN1 gene',9
'bizelesin',9
'STIM1 gene',9
'GPR3 gene',9
'O-GlcNAc transferase'],9
['Glutamate Carboxypeptidase II'],9
['Presenilin-1'],9
'Carboxypeptidase',9
'DMPK gene',9
'CKAP5 gene',9
'KCNJ6 gene',9
'ANK1 gene',9
'synaptotagmin p65',9
'KCNC1 gene',9
'ULK1 protein,9
['MAPT gene'],9
'Calcineurin'],9
'KCNT1 gene',9
'PRKCA gene',9
['HRG gene',9
'Cathepsin L',9
['High Density Lipoproteins',9
'Vesicle-Associated Membrane Protein 1'],9
['BACE1 gene'],9
